conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/2fd77342-8b8d-414e-8b03-5a65f79e9b78,cross-sector,maintain nuclear reactors,"wine types
wine varieties
brands of wine
categories of wine
varieties of wine
types of wine
type of wine
wine type"
http://data.europa.eu/esco/skill/2fe15c51-bd67-4e35-b7df-ed4bccf0186e,cross-sector,provide department schedule for staff,"assess legal evidence
judicial documentation
scrutinise
assess judicial documentation
test legal evidence
investigate judicial documentation
analyze  legal evidence
legal evidence
test judicial documentation
investigate legal evidence"
http://data.europa.eu/esco/skill/2fea2558-630e-480d-9e12-47a05bc19b55,cross-sector,precision mechanics,"communicate verbally in Finnish
interacting verbally in Finnish
interact verbally in Finnish
be fluent in Finnish
verbally interact in Finnish
speak Finnish"
http://data.europa.eu/esco/skill/2feeef46-05cf-445c-9ca1-c96a30e10106,cross-sector,read assembly drawings,"upsell
upsell services
take opportunities to upsell
upselling of products
upsell drinks and accompaniments
upsell of products
take opportunities to up-sell
upsell products"
http://data.europa.eu/esco/skill/2ff405ec-f59c-4a7b-84b6-9776a49582c4,cross-sector,bookkeeping regulations,"hi tech metal joining
metal fabrication machinery
metal joining automation
metal joining machinery
metal joining mechanisation
metal fabrication automation
metal fabrication mechanisation
metal joining technologies
hi tech metal fabrication"
http://data.europa.eu/esco/skill/2fffc0e3-3e79-4e85-8af4-c0ae327ce2f8,cross-sector,mix chemicals,"evacuate people from flooded areas
rescue people from deluged areas
remove people from deluged areas
withdraw people from deluged areas
take  people from deluged areas"
http://data.europa.eu/esco/skill/3007c147-5c93-47a8-be0a-378a040c9fa9,cross-sector,operate radio navigation instruments,"give an account of overall management of a business, detail overall management of a business, outline overall management of a business
reporting on overall management of a business
report on management of a business
report on overall management of a company
report on overall business management
report on overall management of a business"
http://data.europa.eu/esco/skill/301a6581-e983-4bb6-8b31-b3ee2cbc2392,cross-sector,extinguish fires,"political behaviour
political knowledge
party political behaviour
party political discipline
political science
political discipline
party political methodology
political methodology
party political knowledge"
http://data.europa.eu/esco/skill/3035be48-c249-453f-bf11-cb27219448b8,cross-sector,deal with challenging work conditions,"lead changes in health care services
lead change in healthcare services
identify healthcare services changes
lead health care services changes
bring about changes in health care services
identify and lead changes in healthcare services
lead healthcare services changes"
http://data.europa.eu/esco/skill/30385f84-3f06-4f5b-b93f-e34997013a8b,cross-sector,types of wine,"produce paperwork
address paperwork
ensure all relevant paperwork is completed
take care of paperwork
deal with paperwork
handle paperwork
ensure completion of relevant paperwork
undertake work-related paperwork activities
produce work-related paperwork
manage paperwork
complete paperwork
ensure completion of required paperwork"
http://data.europa.eu/esco/skill/303a54a3-ff8a-4f29-b598-e54ce54c2b48,cross-sector,analyse legal evidence,"perform fire intervention
intervene promptly to put out a fire
extinguish a fire
perform first fire intervention
perform first intervention during a fire"
http://data.europa.eu/esco/skill/3048bf6d-27c7-4dc6-ae4b-e55094cec090,transversal,interact verbally in Finnish,"modern language
living language
living languages
modern languages"
http://data.europa.eu/esco/skill/306a1555-9fa2-47af-b996-a0a8833cbe81,cross-sector,upsell products,"map interpreting
read a map
interpret maps
map reading
interpreting maps
read maps
interpret a map
reading maps"
http://data.europa.eu/esco/skill/306ca6bc-bacd-434e-91d9-249a518ec71e,cross-sector,metal joining technologies,"satellite launch procedures
propelling satellites into space
launch of satellites
launching satellites into orbit
procedures for launching satellites
launching of satellites into orbit
satellite launches
firing satellites into space
propelling satellites into orbit
firing satellites into orbit
launching of satellites
launching satellites into space"
http://data.europa.eu/esco/skill/307f452b-27a0-40cc-8ffd-c03aea4d4b4f,cross-sector,evacuate people from flooded areas,"assessment processes
assessments processes
assessment procedures
assessment methods
assessments process
assessment practices
assessment process"
http://data.europa.eu/esco/skill/307ffd2d-8fb3-43ff-8ad8-4052382f8f83,cross-sector,report on overall management of a business,"electroplating mechanisms
anodising mechanisms
electroplating operations
anodising procedures
electroplating measures
electroplating procedures
electroplating processes
anodising measures
anodising operations"
http://data.europa.eu/esco/skill/309bc48b-2899-4396-9242-efc26c0e1aee,cross-sector,political science,execute analytical mathematical calculations
http://data.europa.eu/esco/skill/30a494f3-117e-4181-949f-9b11ef5da730,cross-sector,lead healthcare services changes,"keep inventory of office supplies in good condition
manage inventory of office supplies
maintain inventory of office supplies
sustain inventory of office supplies
oversee inventory of office supplies
maintain office supplies inventory
maintaining inventory of office supplies"
http://data.europa.eu/esco/skill/30b1f3e1-1586-4d41-aa02-e2ab021b5164,cross-sector,handle paperwork,"perform customers’ needs analysis
performing customers’ needs analysis
undertake customers’ needs analysis
performing a customers’ needs analysis
complete customers’ needs analysis
implement customers’ needs analysis
perform a customers’ needs analysis"
http://data.europa.eu/esco/skill/30d3a303-158b-483c-b74d-de2bf7269c6e,cross-sector,perform first fire intervention,"conduct work activities using ICT systems
complete complex tasks through utilisation of ICT systems
use ICT
use information and communication technologies
work using ICT systems
use information and communication technology systems
utilise ICT systems
complete complex tasks through use of ICT systems
use ICT systems
use computer systems
perform work tasks using ICT systems
utilise information and communication technologies"
http://data.europa.eu/esco/skill/310da5da-517c-4496-a673-92001098a2b7,cross-sector,modern languages,"discard poor quality finished products
get rid of inadequate workpieces
eliminate poor quality finished products
expel poor quality finished products
eliminate inadequate workpieces
discard inadequate workpieces
get rid of poor quality finished products
remove inadequate workpieces
expel inadequate workpieces"
http://data.europa.eu/esco/skill/3172f001-a4dd-4e7e-9f74-9707b2e7c6e1,cross-sector,read maps,"dangers associated with the transportation of dangerous goods and hazardous materials
hazards related to loading dangerous goods
hazards encountered in the loading of dangerous goods
dangers associated with transportation of hazardous materials
hazards associated with loading dangerous goods
dangerous goods transportation hazards
hazards of loading dangerous goods
risks associated with the transportation of dangerous goods and hazardous materials
hazards associated with shipment of dangerous goods
hazards encountered in the shipment of dangerous goods"
http://data.europa.eu/esco/skill/3180dd8e-332e-4430-bf4d-c4079e9da1b0,cross-sector,launching of satellites into orbit,"translate spoken language consecutively
consecutively translate spoken language
consecutive spoken language translating
deliver spoken translation consecutively
consecutively translating spoken language
provide spoken translation consecutively
generate spoken translation consecutively"
http://data.europa.eu/esco/skill/31b67516-af16-4b97-8430-a8a8e0f84190,cross-sector,assessment processes,"write strategies for hazardous waste management
hazardous waste management strategy writing
writing strategies for hazardous waste management
hazardous waste management strategy developing
developing strategies for hazardous waste management
write hazardous waste management strategies
develop strategies for hazardous waste management
hazardous waste management strategies writing
writing hazardous waste management strategies
develop hazardous waste management strategies
hazardous waste management strategies developing
developing hazardous waste management strategies"
http://data.europa.eu/esco/skill/31c64efe-8ff9-4b10-bddc-eca2ad70860a,cross-sector,electroplating processes,"using colour matching techniques
apply colour matching techniques
use a colour matching technique
adopt colour matching techniques
using a colour matching technique
operate colour matching techniques
handle colour matching techniques
use color matching techniques"
http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,cross-sector,execute analytical mathematical calculations,"interview procedures
interviewing techniques
interview methods
interview technique
interview practices
interview techniques"
http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1,cross-sector,maintain inventory of office supplies,"develop policies for organisation
develop organisational policy
come up with organisational policies
generate organisational policies
developing organisational policies
develop organizational  policies
create organisational policies"
http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,cross-sector,perform customers’ needs analysis,"provide testimony
give evidence
confer evidence
give testimony
tender testimony
tender evidence
provide evidence
present evidence
confer testimony"
http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,cross-sector,use ICT systems,"begin collective relations
institute collaborative relations
build collaborative relations
create collaborative relations
establish collaborative relations
begin collaborative relations
build collective relations
create collective relations
institute collective relations"
http://data.europa.eu/esco/skill/31f01be9-7bbf-4afb-a647-bcd4931cfc8b,cross-sector,remove inadequate workpieces,"extract film negatives from processing machine
removing film negative from processing machine
withdraw film negatives from processing machine
remove film negatives from processing machine
take film negatives out of processing machine"
http://data.europa.eu/esco/skill/3217dc52-af06-4f59-8938-3178733128c6,cross-sector,hazards associated with loading dangerous goods,"record trial data
document test data
record test data
record data of tests
record experiment data"
http://data.europa.eu/esco/skill/321f7ade-ba43-4923-a432-54df75ec80a5,cross-sector,translate spoken language consecutively,"conduct continuing professional development workshops
organise continuing professional development courses
conduct professional development courses
conduct continuing professional development courses
lead continuing professional development workshops
organise continuing professional development workshops"
http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,cross-sector,develop hazardous waste management strategies,"processing of incident reports for prevention
prepare incident reports
share incident reports with relevant personnel
sharing incident reports with relevant personnel
processing incident reports for prevention
preparation of incident reports
process incident reports for prevention
incident report processing for prevention
preparing incident reports"
http://data.europa.eu/esco/skill/322a8b34-af40-438c-ac67-882d482b7643,cross-sector,use color matching techniques,"quote prices
quote fares
quote price
provide price quotations"
http://data.europa.eu/esco/skill/324f0243-1a21-4f5c-9f71-52eebc2596ed,cross-sector,interview techniques,"typology for aquatic species identification and classification
techniques in aquatic species identification and classification
aquatic species identification and classification
methods for fish identification and classification
methods for aquatic species identification and classification
identification and classification of fish
techniques in fish identification and classification
typology for fish identification and classification
fish identification and classification"
http://data.europa.eu/esco/skill/3254275d-a1b5-4640-9481-02f38780ac35,cross-sector,develop organisational policies,"estimation of repair priority
bridge repair priority estimation
repair priority assessment
estimate repair priority
assessment of bridge repair priority
assessment of repair priority
estimating repair priority
repair priority estimation
estimation of bridge repair priority
estimating bridge repair priority
assessing repair priority
assessing bridge repair priority
bridge repair priority assessment"
http://data.europa.eu/esco/skill/326686e4-a55f-4eba-9d07-1c86408d5c5e,cross-sector,present evidence,"establish policies on religion-related matters
evaluate policies on religious issues
produce policies on religion-related matters
evaluate policies on religion-related matters
develop policies on religion-related matters
establish policies on religious issues
produce policies on religious issues"
http://data.europa.eu/esco/skill/326809fc-238d-40c2-881e-40042f7f2f0d,cross-sector,establish collaborative relations,"law making methods
legislation methods
legislation policies
law making policies
legislation measures
law making measures
legislation strategies
legislation procedure
law making strategies"
http://data.europa.eu/esco/skill/327ef1f5-1dd4-4cae-a82f-8a573b48e273,cross-sector,remove film negatives from processing machine,"communicate on the youth's well-being
speak about the youth's well-being
speak about the young persons well-being
tell on the young persons well-being
inform on the youth's well-being
inform on the young persons well-being
tell on the youth's well-being"
http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60,cross-sector,record test data,"troubleshooting
identify problems
troubleshoot problems
problem solve
identifying problems
deal with problems
solve problems
troubleshoot
perform troubleshooting"
http://data.europa.eu/esco/skill/32a9f2e2-929c-4e1a-afbd-185452ab279c,cross-sector,conduct continuing professional development workshops,"base plate
board
tie
standard
scaffolding components
pole
scaffolding parts
transom
ledges
scaffold components
components of scaffolding
scaffolding elements"
http://data.europa.eu/esco/skill/32ac6bfb-8b86-4312-9421-dcb8e0203ab5,cross-sector,process incident reports for prevention,"direct financial operations
financial performance optimisation
optimisation of financial performance
optimize  financial performance
controlling business budget
direction of financial operations
control business budget
directing financial operations
optimising financial performance
optimising of financial performance"
http://data.europa.eu/esco/skill/32b02bd1-6bf2-497a-bb16-94aeeafaf44f,cross-sector,quote prices,"monitor student's progress
observe student progress
oversee student's progress
observing student's progress
observe student's progress
track student's progress
observes student's progress"
http://data.europa.eu/esco/skill/32bbd1de-4995-4e47-84ab-fb3a2b0cfdf1,cross-sector,fish identification and classification,"research taxation processes
research taxation strategies
understand research taxation measures
understand research taxation plans
research taxation plans
research taxation procedures
understand research taxation strategies
research taxation measures"
http://data.europa.eu/esco/skill/32db65d3-5ef3-43eb-9bf8-752c9cf0b22e,cross-sector,customise project methodologies,"utilise metal
manipulate metals
shape metal
mould metal
use metal
manipulating metal
manipulate metal"
http://data.europa.eu/esco/skill/3301f54e-5faa-45e0-87d6-a90508c9d903,cross-sector,estimate repair priority,"competent in Arabic
Arabic
ability to comprehend spoken and written Arabic and to speak and write in Arabic"
http://data.europa.eu/esco/skill/33363d6a-e042-4f5d-9a69-958d337a8561,cross-sector,develop policies on religion-related matters,"lead religious ceremonies
perform religious ceremonies
celebrate religious ceremonies
lead religious worship
undertake  religious ceremonies
undertake  religious worship
celebrate religious worship"
http://data.europa.eu/esco/skill/33406020-ae9d-495f-a635-0b97e5346d8c,cross-sector,legislation procedure,"reporting
journalist
journalism
journalists
reportage
press"
http://data.europa.eu/esco/skill/334cd662-0415-44ac-bc8a-e24b320b4284,cross-sector,communicate about youth's well-being,"escorting students on a field trip
escort students on field trips
escort students on a field trip
accompany students on a field trip
escorts students on a field trip
supervise students on a field trip"
http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,cross-sector,troubleshoot,"coordinate and monitor employees
manage subordinates
coordinate and monitor subordinates
manage team
manage staff
coordinate and monitor staff
manage employees"
http://data.europa.eu/esco/skill/3362724b-fe06-4c5d-89a4-76fe62b9268e,cross-sector,scaffolding components,"protect online privacy and identity
safeguarding online privacy and identity
safeguard online privacy and identities
protect digital identity
protect digital privacy
keep online privacy and identity secure
safeguard online privacy and identity
review online privacy settings
take action to ensure online privacy
defend online privacy and identity
protect personal data and privacy
safeguard online identity and privacy"
http://data.europa.eu/esco/skill/3369d4f5-bfa7-47dc-b61f-e74d0d91bf74,cross-sector,optimise financial performance,"instruct members of the air force
instruct air force crew
educate members of the air force
educate air force crew
train air force crew
teach air force crew
teach members of the air force"
http://data.europa.eu/esco/skill/3377f3b2-4ba2-457f-b29d-8df59e8cfba8,cross-sector,observe student's progress,"ethical standards in health care
ethical obligations in occupation
health care occupation-specific moral rules and principles
medical ethics
health care occupation-specific ethics
ethic standards in medicine
health care occupation-specific moral standards
moral rules and principles in health care
health care occupation specific ethics"
http://data.europa.eu/esco/skill/3379edec-4d25-4135-83c1-2bf47b2fb52e,cross-sector,research taxation procedures,"make sense of written Catalan
understand Catalan writing
understand written Catalan
read Catalan
understanding written Catalan
comprehend written Catalan
read Valencian
interpret written Catalan"
http://data.europa.eu/esco/skill/337e06b0-29e3-47bf-95a3-19bd84b311de,cross-sector,manipulate metal,"compliance with hazardous waste regulations inspecting
check compliance with hazardous waste regulations
hazardous waste regulations compliance checking
inspecting compliance with hazardous waste regulations
checking compliance with hazardous waste regulations
compliance with hazardous waste regulations checking
hazardous waste regulations compliance inspecting
inspect compliance with hazardous waste regulations"
http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,transversal,Arabic,"range of environmental legislation in in agriculture and forestry
agriculture and forestry environmental regulation
impact of environmental legislation in in agriculture and forestry
scope of environmental legislation in in agriculture and forestry
implications of environmental regulation in in agriculture and forestry
range of environmental regulation in in agriculture and forestry
impact of environmental regulation in in agriculture and forestry
scope of environmental regulation in in agriculture and forestry
environmental legislation in agriculture and forestry
implications of environmental legislation in in agriculture and forestry
agriculture and forestry environmental legislation"
http://data.europa.eu/esco/skill/338c6957-d0c7-49dd-8cdc-42e8d2921781,cross-sector,perform religious ceremonies,"the law of business
business laws
business regulation
business law
business legislation
business norms"
http://data.europa.eu/esco/skill/3391d6dd-d584-4c8c-9af9-d2f0c45e2b4b,cross-sector,journalism,"identify component and workpiece faults and flaws
spot metal imperfections
see component and workpiece faults and flaws
diagnose component and workpiece faults and flaws
identify metal imperfections
see metal imperfections
diagnose metal imperfections
determine component and workpiece faults and flaws
determine metal imperfections"
http://data.europa.eu/esco/skill/3399cde5-6d0d-48a5-a7ac-53706648f283,cross-sector,escort students on a field trip,"development of pharmaceutical drugs
development phases for pharmaceutical drugs
animal trials
clinical trials
pharmaceutical drug development
pre-clinical phase
development of pharmaceutical drug
clinical phase"
http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,cross-sector,manage staff,"process accommodation booking
organize booking
accepting booking
process a booking
handle bookings, invoicing and issuing of tickets
process bookings
process booking
provide reservation services
take restaurant bookings and reservations"
http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,cross-sector,protect personal data and privacy,"understand spoken Dutch
listen to Dutch
understand Dutch speech
make sense of spoken Dutch
comprehend spoken Dutch
listen to Flemish
interpret spoken Dutch
understanding spoken Dutch"
http://data.europa.eu/esco/skill/33a8fae7-d559-43e9-af8e-d48579865748,cross-sector,train air force crew,"ICT hardware requirements
ICT hardware specification
ICT hardware specifications
ICT hardware characteristics
an ICT hardware specification
ICT hardware stipulations
ICT hardware needs
specifications for ICT hardware"
http://data.europa.eu/esco/skill/33c01497-8264-4773-81dd-6096ad512f02,cross-sector,health care occupation-specific ethics,"report possible hazards
identify and remedy possible dangerous risks
report faulty equipment
report on possible hazards"
http://data.europa.eu/esco/skill/34085657-5d64-4a68-abef-e5b7df3b3d46,transversal,understand written Catalan,"pharmacy laws and regulations
pharmacy laws
legal framework for pharmacy activities
pharmacy law"
http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,cross-sector,inspect compliance with hazardous waste regulations,"recommend market measures
advise on market-related measures
recommend market-related actions
recommending market-related measures
recommend market-related measures
offer suggestions on market-related measures
recommend market-related measure"
http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,cross-sector,environmental legislation in agriculture and forestry,"arrange raw materials
prepare raw materials
supply raw materials
preparing raw materials
prepare raw material
develop  raw materials
provide raw materials"
http://data.europa.eu/esco/skill/341c4478-c976-4ff0-a102-cfd92174d873,cross-sector,business law,"have a dialogue with bank loanees
have a discussion with  bank loanees
interview bank loanee
have a Q and A session with bank loanees
interview bank loanees"
http://data.europa.eu/esco/skill/34250f4b-b39e-42bd-a2d7-783e90051b08,cross-sector,spot metal imperfections,"using traditional stone splitting techniques
use traditional stone splitting techniques
stone blocks splitting
traditional stone splitting technique using
splitting stone blocks
stone block splitting"
http://data.europa.eu/esco/skill/34396520-b785-42dc-afe0-f74d7aa9f793,cross-sector,pharmaceutical drug development,"ensuring compliance with noise standards
ensure compliance with noise standards
monitor compliance with noise standards
ensuring  noise standard compliance
maintain compliance with noise standards
check compliance with noise standards"
http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,cross-sector,process booking,"maintain laboratory devices
maintain lab equipment
maintain laboratory gear
maintain laboratory equipment"
http://data.europa.eu/esco/skill/347d33a8-3698-4549-a7de-722a0216ee40,transversal,understand spoken Dutch,"Ukrainian
ability to comprehend spoken and written Ukrainian and to speak and write in Ukrainian
competent in Ukrainian"
http://data.europa.eu/esco/skill/3497ebe1-d417-4105-a68f-f7bbcac7ee5f,cross-sector,ICT hardware specifications,"methods for funding
funding method
funding methods
financial support methods
funding techniques"
http://data.europa.eu/esco/skill/34a80161-73fd-4a45-b135-ead89d4f37ee,cross-sector,report on possible equipment hazards,"utilise manual planer
operate manual planer
run hand operated levelling machinery
use hand operated levelling machinery
use manual planer
utilise hand operated levelling machinery
run manual planer"
http://data.europa.eu/esco/skill/34d247a0-23da-42d4-872e-df4698c1d5c1,cross-sector,pharmacy law,"the inventory of goods in production kept
possess inventory of goods in production
keep inventory of goods in production
keep an inventory of goods in production
maintain inventory of goods in production
keep the inventory of goods in production
hold inventory of goods in production
retain inventory of goods in production"
http://data.europa.eu/esco/skill/34d6ed30-5d35-44b9-9498-fd15badb5f28,cross-sector,advise on market strategies,"operate in different weather conditions
perform activities in various weather conditions
adapt to different climatic conditions
adapt to different weather conditions
perform activities in extreme weather conditions
adapt to weather conditions
adjust to different climatic conditions
adjust to different climates
operate in environments with extreme weather conditions
operate in different climatic situations
adjust to different weather conditions"
http://data.europa.eu/esco/skill/34dc9e73-c35e-46a4-a35d-4417b721437c,cross-sector,prepare raw materials,"discard processed workpiece
get rid of processed workpiece
withdraw processed workpiece
eliminate processed workpiece
remove processed workpiece
get rid of manufactured component
discard manufactured component
eliminate manufactured component
withdraw manufactured component"
http://data.europa.eu/esco/skill/34e0f023-0ca9-4f64-a932-3248bb4ed5df,cross-sector,interview bank loanees,"be aware of professional standards and limitations
attend to fitness clients under controlled health conditions
attend to clients of fitness under health conditions
attend to fitness clients in controlled health conditions
demonstrate professional conduct"
http://data.europa.eu/esco/skill/3506c2ba-23ac-4a46-8e42-4ba113ab5907,cross-sector,use stone splitting techniques,"oversee quality
apply quality standards
monitor quality
manage quality
managing quality
attend to quality
work to agreed standards"
http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,cross-sector,ensure compliance with noise standards,"advertising travel insurance
advertise insurance travel
sell travel insurance
advertise travel insurance
promote travel insurance"
http://data.europa.eu/esco/skill/3529d640-5d49-45fe-8ede-491e9c8e0447,cross-sector,maintain laboratory equipment,"check glass sheet
checking glass sheet
inspect glass sheet
glass sheet checking
inspecting glass sheet
glass sheet inspecting"
http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,transversal,Ukrainian,"take over pedals control
takes over pedal control
assume pedal control
take over control of pedals
taking over pedal control
take over pedal control"
http://data.europa.eu/esco/skill/3556c075-eee0-4549-b730-48ae70cb5af9,cross-sector,funding methods,"staying up-to-date with latest book releases
stay up-to-date with latest book releases
keeping up-to-date with latest book releases
stay up-to-date with the latest book release
keep up-to-date with latest book releases
remain up-to-date with latest book releases
stay up-to-date with the latest book releases
remaining up-to-date with latest book releases"
http://data.europa.eu/esco/skill/3563cd80-cea7-4410-b049-7dd6ad7b7074,cross-sector,operate manual planer,"judge defaulter's financial situation
check debtor's financial situation
determine defaulter's financial situation
judge debtor's financial situation
appraise debtor's financial situation
appraise defaulter's financial situation
assess debtor's financial situation
determine debtor's financial situation
check defaulter's financial situation"
http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,cross-sector,keep inventory of goods in production,"scan documents
digitize  documents"
http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,cross-sector,adapt to different weather conditions,"execution of email marketing
execute email marketing
carry out email marketing
achieve email marketing
enact email marketing
email marketing execution
undertake email marketing
executing email marketing"
http://data.europa.eu/esco/skill/357e1729-e2a8-49f4-8b42-dc8b278320fa,cross-sector,remove processed workpiece,"ensure kitchen equipment is maintained regularly
ensure regular maintenance of equipment in kitchen
ensure regular maintenance of kitchen equipment
ensure regular maintenance and cleaning of  equipment
check that equipment is cleaned periodically"
http://data.europa.eu/esco/skill/3592e08e-2602-4700-a14f-084bd8ebf845,cross-sector,attend to fitness clients under controlled health conditions,"develop cost-plus pricing models
provide cost-plus pricing models
arrange cost-plus pricing models
supply cost-plus pricing models
preparing a cost-plus pricing model
plan cost-plus pricing models
prepare cost-plus pricing models
prepare a cost-plus pricing model
preparing cost-plus pricing models"
http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae,transversal,manage quality,"execute flight plans
carry out flight plans
implement service according to flight plans
implement flight plans
perform flight plans
follow flight plans
fulfil flight plans
conduct activities in accordance with flight plans
provide services according to flight plans
perform activities in accordance with flight plans
deliver service according to flight plan"
http://data.europa.eu/esco/skill/360bad99-6286-4db4-aefc-e3be77b5c978,cross-sector,advertise travel insurance,"defective product removing
remove defective materials
removing defective materials
removing defective products
defective material removing
defective products removing
defective materials removing
remove defective products"
http://data.europa.eu/esco/skill/360c095b-b086-4613-a909-c12469f50364,cross-sector,inspect glass sheet,"manage fleet of ships
perform activities to manage a fleet of vessels
ensure effective management of a fleet of vessels
manage fleet of vessels
oversee vessel fleet
conduct fleet management activities
manage vessel fleet
undertake fleet management activities
oversee fleet of ships
oversee fleet of vessels
perform fleet management activities
manage ship fleet"
http://data.europa.eu/esco/skill/3625aaa5-84ab-43bc-98cf-82e21ffcea12,cross-sector,take over pedal control,"perform safety inspections
identify safety hazards
conduct inspections
identify and report on potential safety hazards
conduct safety inspections
undertake inspections
inspect safety
undertake safety inspections
perform safety inspection activities
assess and report on safety
perform inspections
identify and analyse safety hazards"
http://data.europa.eu/esco/skill/364b3628-c750-436a-8f5c-1a75dd5c6648,cross-sector,stay up-to-date with latest book releases,"assessing power needs
assess power needs
assess power need
determine power needs
evaluate power needs"
http://data.europa.eu/esco/skill/36570124-e778-4213-862e-c4059eb5c224,cross-sector,assess debtor's financial situation,"mediate with educational support staff
liaises with educational support staff
communicate with educational support staff
coordinate with educational support staff
liaising with educational support staff
liaise with educational support staff"
http://data.europa.eu/esco/skill/367c240d-5f34-423a-86b1-866ad27206ea,cross-sector,digitise documents,"analyse science data
review scientific data
study scientific data
scrutinize
analyze  scientific data
analysing scientific data
examine scientific data
survey scientific data"
http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,cross-sector,execute email marketing,"execute product testing
undertake product testing
implement product testing
execute inspection of finished products
perform product testing
complete product testing
undertake inspection of finished products
complete inspection of finished products
implement inspection of finished products"
http://data.europa.eu/esco/skill/36a48e03-4466-4ea3-b463-cbce02cbd7bb,cross-sector,ensure maintenance of kitchen equipment,"analyse contamination
contamination assessing
assess contamination
analysing contamination
assessing contamination
contamination analysing"
http://data.europa.eu/esco/skill/36bca324-45b8-4a90-925c-9f61f6b7bed4,cross-sector,prepare cost-plus pricing models,seal wires
http://data.europa.eu/esco/skill/36c67907-7863-467e-99b3-a11d0c9448d2,cross-sector,execute flight plans,"creating manufacturing guidelines
create manufacturing guideline
develop manufacturing guidelines
create manufacturing guidelines
creating manufacturing guideline
draft manufacturing guidelines
draw up manufacturing guidelines prepare manufacturing guidelines
define manufacturing guidelines"
http://data.europa.eu/esco/skill/36cf8d2c-3463-4147-8ea3-c423280087ab,cross-sector,remove defective products,"dip-coating procedures
hydro dipping measures
dip-coating process
hydro dipping mechanisms
dip-coating operations
dip-coating mechanisms
hydro dipping operations
hydro dipping procedures
dip-coating measures"
http://data.europa.eu/esco/skill/36dc2bd2-3d9a-4a84-ad70-918a539c4311,cross-sector,manage vessel fleet,"show competency in written Latin
writing Latin
correspond in written Latin
write Latin"
http://data.europa.eu/esco/skill/36e9c099-614e-44f1-ab0a-5e6fda4a0763,cross-sector,undertake inspections,"provide recommendations to improve safety
provide advice on safety improvements
recommend safety improvements
make recommendations for safety improvements
consider and develop recommendations to improve safety
advise on health and safety improvements
develop safety recommendations
advise on safety improvements
improve safety by providing advice and recommendations"
http://data.europa.eu/esco/skill/36fccad9-1d20-4104-bcc2-a8ea9d1ce5ea,cross-sector,assess power needs,"process of manufacturing
manufacturing procedures
manufacturing processes
manufacturing system
manufacturing measures
manufacturing mechanisms
a manufacturing process
manufacturing process"
http://data.europa.eu/esco/skill/36fe44b2-af36-4467-9be8-601e64b3dbc7,cross-sector,liaise with educational support staff,"create customised maps
plan customised maps
draw up customised maps
customised map design
develop customised maps
define customised maps
design customized  maps
prepare customised maps"
http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,cross-sector,analyse scientific data,"film camera
video camera
types of camera
kinds of camera
sorts of camera
cameras
digital camera
typology of cameras"
http://data.europa.eu/esco/skill/371d57e6-cc5f-4fc0-9c0c-58feb595cc5b,cross-sector,perform product testing,"make sense of written Urdu
comprehend written Urdu
understanding written Urdu
understand written Urdu
interpret written Urdu
read Urdu
understand Urdu writing"
http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,cross-sector,assess contamination,"conveyance
conveyancing
transfer of legal title of property
document preparation for transferring of property ownership"
http://data.europa.eu/esco/skill/374ff115-fc97-4b64-afc1-86ef14a25e4d,cross-sector,seal wires,apply tools for content development
http://data.europa.eu/esco/skill/37520413-563e-4d99-a14c-1c6dca3cf833,cross-sector,create manufacturing guidelines,"carry out health and safety monitoring for work environments
supervise work site
oversee work site
ensure health and safety of work site
conduct work environment health and safety monitoring
undertake health and safety monitoring for work sites
oversee work environment
monitor work environment
conduct work site health and safety monitoring
monitor work site
supervise work environment
ensure health and safety of work environment"
